     lon       lat      ve     vn      eps1      eps1(sig)     eps2      eps2(sig)     theta   theta(sig)  rotation     rot(sig)  dilatation   dila(sig)     gamma    gamma(sig)      psi     psi(sig)  stations
  120.2500   23.1000   6.25  12.24   0.938E-05   0.150E-05  -0.578E-04   0.156E-05   -72.5666     0.5275  -0.185E-04   0.107E-05  -0.484E-04   0.216E-05   0.672E-04   0.188E-05   -27.5666     0.7509  CK40 CK41 CK47 CK39 CK33 CK48 CK34 CK46 CK32
  120.3000   23.1000   6.42  12.24   0.907E-05   0.150E-05  -0.567E-04   0.152E-05   -72.8347     0.5247  -0.188E-04   0.106E-05  -0.476E-04   0.214E-05   0.658E-04   0.186E-05   -27.8347     0.7631  CK40 CK47 CK41 CK48 CK39 CK46 CK33 CK34 CK32
  120.3500   23.1000   6.59  12.29   0.832E-05   0.268E-05  -0.549E-04   0.213E-05   -73.6793     0.8365  -0.197E-04   0.171E-05  -0.466E-04   0.343E-05   0.633E-04   0.303E-05   -28.6793     1.3068  CK47 CK40 CK48 CK46 CK41 CK39
  119.5500   23.1500   4.87   8.46   0.185E-04   0.193E-05  -0.408E-04   0.132E-05   -75.5721     0.5445  -0.204E-04   0.117E-05  -0.224E-04   0.234E-05   0.593E-04   0.212E-05   -30.5721     0.9901  CK05 CK06 CK12 CK13 CK04 CK07 CK11 CK14
  119.6000   23.1500   5.43   8.64   0.143E-04   0.118E-05  -0.427E-04   0.105E-05   -73.5107     0.4319  -0.180E-04   0.791E-06  -0.284E-04   0.158E-05   0.570E-04   0.139E-05   -28.5107     0.6672  CK12 CK13 CK05 CK06 CK11 CK19 CK04 CK14 CK20 CK07
  119.6500   23.1500   5.82   8.64   0.131E-04   0.103E-05  -0.462E-04   0.992E-06   -74.1593     0.3625  -0.185E-04   0.715E-06  -0.330E-04   0.143E-05   0.593E-04   0.127E-05   -29.1593     0.5874  CK12 CK13 CK05 CK06 CK19 CK20 CK11 CK14 CK04 CK18
  119.7000   23.1500   6.22   8.92   0.119E-04   0.111E-05  -0.417E-04   0.102E-05   -75.0029     0.4034  -0.171E-04   0.754E-06  -0.298E-04   0.151E-05   0.535E-04   0.136E-05   -30.0029     0.6989  CK12 CK13 CK19 CK20 CK05 CK11 CK06 CK14 CK18 CK21
  119.7500   23.1500   6.35   8.93   0.743E-05   0.782E-06  -0.426E-04   0.792E-06   -71.8996     0.3763  -0.151E-04   0.557E-06  -0.352E-04   0.111E-05   0.500E-04   0.956E-06   -26.8996     0.5141  CK19 CK20 CK12 CK13 CK18 CK26 CK27 CK11 CK21 CK14 CK05 CK06
  119.8000   23.1500   6.45   8.97   0.372E-05   0.944E-06  -0.461E-04   0.908E-06   -71.6686     0.4498  -0.153E-04   0.655E-06  -0.424E-04   0.131E-05   0.498E-04   0.112E-05   -26.6686     0.6047  CK19 CK20 CK12 CK13 CK26 CK27 CK18 CK21 CK11 CK25
  119.8500   23.1500   6.43   9.01   0.256E-05   0.976E-06  -0.442E-04   0.886E-06   -72.1975     0.4697  -0.157E-04   0.661E-06  -0.417E-04   0.132E-05   0.468E-04   0.114E-05   -27.1975     0.6574  CK19 CK20 CK26 CK27 CK18 CK12 CK13 CK21 CK25 CK28
  119.9000   23.1500   6.17   9.13  -0.258E-05   0.841E-06  -0.459E-04   0.806E-06   -71.5687     0.4618  -0.154E-04   0.585E-06  -0.485E-04   0.116E-05   0.433E-04   0.995E-06   -26.5687     0.6191  CK26 CK27 CK19 CK20 CK25 CK33 CK34 CK28 CK18 CK21 CK12
  119.9500   23.1500   5.79   9.16  -0.459E-05   0.818E-06  -0.506E-04   0.781E-06   -74.6598     0.3586  -0.177E-04   0.568E-06  -0.552E-04   0.113E-05   0.460E-04   0.101E-05   -29.6598     0.6082  CK26 CK27 CK19 CK33 CK20 CK34 CK25 CK28 CK18 CK32
  120.0000   23.1500   5.35   9.68  -0.605E-05   0.943E-06  -0.466E-04   0.843E-06   -75.4068     0.4354  -0.187E-04   0.635E-06  -0.527E-04   0.126E-05   0.406E-04   0.115E-05   -30.4068     0.7834  CK26 CK27 CK33 CK34 CK25 CK19 CK20 CK28 CK32 CK35
  120.0500   23.1500   5.02   9.87  -0.558E-05   0.993E-06  -0.474E-04   0.897E-06   -72.4482     0.5268  -0.159E-04   0.670E-06  -0.530E-04   0.134E-05   0.418E-04   0.116E-05   -27.4482     0.7511  CK33 CK34 CK26 CK27 CK32 CK40 CK41 CK35 CK25 CK28
  120.1000   23.1500   4.70   9.98  -0.213E-06   0.108E-05  -0.493E-04   0.104E-05   -72.1234     0.5111  -0.166E-04   0.749E-06  -0.495E-04   0.150E-05   0.491E-04   0.129E-05   -27.1234     0.7098  CK33 CK34 CK40 CK26 CK41 CK27 CK32 CK35 CK39 CK25
  120.1500   23.1500   4.63  10.06   0.318E-05   0.102E-05  -0.467E-04   0.990E-06   -73.5806     0.4440  -0.144E-04   0.710E-06  -0.435E-04   0.142E-05   0.499E-04   0.126E-05   -28.5806     0.6858  CK33 CK34 CK40 CK41 CK32 CK26 CK27 CK35 CK39 CK42 CK47
  120.2000   23.1500   4.62  10.14   0.738E-05   0.125E-05  -0.478E-04   0.114E-05   -73.0804     0.4905  -0.120E-04   0.844E-06  -0.404E-04   0.170E-05   0.552E-04   0.149E-05   -28.0804     0.7279  CK40 CK41 CK33 CK34 CK47 CK39 CK48 CK42 CK32 CK35
  120.2500   23.1500   4.81   9.93   0.716E-05   0.122E-05  -0.501E-04   0.117E-05   -75.2003     0.4176  -0.139E-04   0.840E-06  -0.430E-04   0.169E-05   0.573E-04   0.153E-05   -30.2003     0.7306  CK40 CK41 CK47 CK48 CK33 CK34 CK39 CK42 CK46 CK32
  120.3000   23.1500   5.10  10.00   0.791E-05   0.120E-05  -0.468E-04   0.107E-05   -77.4450     0.3567  -0.136E-04   0.798E-06  -0.388E-04   0.160E-05   0.547E-04   0.149E-05   -32.4450     0.7577  CK40 CK41 CK47 CK48 CK39 CK33 CK46 CK34 CK42 CK49
  120.3500   23.1500   5.36  10.11   0.720E-05   0.176E-05  -0.464E-04   0.121E-05   -77.9964     0.4637  -0.140E-04   0.107E-05  -0.392E-04   0.213E-05   0.536E-04   0.200E-05   -32.9964     1.0413  CK47 CK48 CK40 CK41 CK46 CK49 CK39 CK42
  119.5500   23.2000   3.26   6.72   0.196E-04   0.220E-05  -0.314E-04   0.159E-05   -73.9073     0.8105  -0.160E-04   0.136E-05  -0.118E-04   0.271E-05   0.511E-04   0.241E-05   -28.9073     1.2902  CK06 CK13 CK05 CK12 CK07 CK14 CK04
  119.6000   23.2000   3.73   6.66   0.155E-04   0.125E-05  -0.282E-04   0.124E-05   -73.6948     0.6222  -0.140E-04   0.886E-06  -0.127E-04   0.176E-05   0.438E-04   0.156E-05   -28.6948     0.9764  CK13 CK06 CK12 CK05 CK14 CK07 CK20 CK19
  119.6500   23.2000   4.33   7.08   0.133E-04   0.101E-05  -0.321E-04   0.975E-06   -74.4285     0.4579  -0.150E-04   0.701E-06  -0.188E-04   0.140E-05   0.453E-04   0.125E-05   -29.4285     0.7581  CK13 CK12 CK06 CK20 CK14 CK05 CK19 CK07 CK21 CK11
  119.7000   23.2000   4.77   7.21   0.113E-04   0.106E-05  -0.321E-04   0.102E-05   -73.2517     0.5359  -0.143E-04   0.735E-06  -0.208E-04   0.147E-05   0.434E-04   0.129E-05   -28.2517     0.8089  CK13 CK20 CK12 CK19 CK14 CK06 CK21 CK05 CK07 CK11
  119.7500   23.2000   4.88   7.03   0.686E-05   0.111E-05  -0.286E-04   0.121E-05   -69.5974     0.8679  -0.130E-04   0.822E-06  -0.217E-04   0.164E-05   0.355E-04   0.136E-05   -24.5974     1.0053  CK20 CK13 CK19 CK12 CK21 CK14 CK27 CK26 CK06
  119.8000   23.2000   5.09   7.19   0.459E-05   0.108E-05  -0.338E-04   0.105E-05   -67.9943     0.7803  -0.123E-04   0.753E-06  -0.292E-04   0.151E-05   0.384E-04   0.120E-05   -22.9943     0.8077  CK20 CK19 CK13 CK27 CK21 CK12 CK26 CK14 CK28 CK18
  119.8500   23.2000   4.97   7.12   0.272E-05   0.923E-06  -0.348E-04   0.945E-06   -67.4438     0.7141  -0.115E-04   0.661E-06  -0.321E-04   0.132E-05   0.375E-04   0.104E-05   -22.4438     0.7113  CK20 CK27 CK19 CK26 CK21 CK28 CK13 CK12 CK34 CK18 CK14
  119.9000   23.2000   4.63   7.04  -0.105E-05   0.102E-05  -0.331E-04   0.111E-05   -70.3493     0.8529  -0.107E-04   0.754E-06  -0.342E-04   0.151E-05   0.321E-04   0.126E-05   -25.3493     1.0420  CK27 CK20 CK26 CK19 CK28 CK21 CK34 CK33 CK13
  119.9500   23.2000   4.42   7.44  -0.472E-05   0.994E-06  -0.371E-04   0.963E-06   -70.8081     0.7596  -0.141E-04   0.695E-06  -0.418E-04   0.138E-05   0.324E-04   0.117E-05   -25.8081     0.9635  CK27 CK26 CK20 CK34 CK28 CK19 CK33 CK21 CK35 CK25
  120.0000   23.2000   4.02   7.50  -0.568E-05   0.850E-06  -0.385E-04   0.861E-06   -73.4722     0.5756  -0.155E-04   0.608E-06  -0.442E-04   0.121E-05   0.328E-04   0.107E-05   -28.4722     0.8887  CK27 CK34 CK26 CK33 CK28 CK35 CK20 CK19 CK41 CK25
  120.0500   23.2000   3.61   7.77  -0.491E-05   0.889E-06  -0.368E-04   0.907E-06   -73.0014     0.6371  -0.153E-04   0.635E-06  -0.417E-04   0.127E-05   0.319E-04   0.111E-05   -28.0014     0.9446  CK34 CK27 CK33 CK26 CK35 CK28 CK41 CK40 CK20 CK32
  120.1000   23.2000   3.41   8.01  -0.141E-05   0.100E-05  -0.375E-04   0.979E-06   -73.7075     0.5999  -0.123E-04   0.701E-06  -0.389E-04   0.140E-05   0.361E-04   0.124E-05   -28.7075     0.9386  CK34 CK33 CK41 CK27 CK35 CK40 CK26 CK42 CK28 CK32
  120.1500   23.2000   3.19   7.89   0.221E-05   0.102E-05  -0.339E-04   0.111E-05   -74.1506     0.6284  -0.887E-05   0.754E-06  -0.317E-04   0.151E-05   0.361E-04   0.134E-05   -29.1506     1.0175  CK34 CK41 CK33 CK40 CK35 CK42 CK27 CK26 CK48
  120.2000   23.2000   3.37   8.08   0.880E-05   0.103E-05  -0.387E-04   0.989E-06   -75.5087     0.4176  -0.855E-05   0.712E-06  -0.299E-04   0.143E-05   0.475E-04   0.130E-05   -30.5087     0.7507  CK41 CK34 CK40 CK33 CK42 CK35 CK48 CK47 CK49 CK39
  120.2500   23.2000   3.65   7.96   0.789E-05   0.981E-06  -0.396E-04   0.955E-06   -77.0524     0.3610  -0.859E-05   0.682E-06  -0.317E-04   0.137E-05   0.475E-04   0.127E-05   -32.0524     0.7402  CK41 CK40 CK48 CK34 CK42 CK47 CK33 CK49 CK35 CK39
  120.3000   23.2000   3.73   7.78   0.559E-05   0.816E-06  -0.385E-04   0.820E-06   -83.4513     0.1703  -0.667E-05   0.578E-06  -0.329E-04   0.116E-05   0.441E-04   0.113E-05   -38.4513     0.7320  CK41 CK48 CK40 CK47 CK42 CK49 CK34 CK33
  120.3500   23.2000   4.22   7.97   0.918E-05   0.125E-05  -0.402E-04   0.877E-06   -83.4557     0.2009  -0.973E-05   0.764E-06  -0.310E-04   0.153E-05   0.493E-04   0.150E-05   -38.4557     0.8642  CK48 CK41 CK47 CK40 CK49 CK42 CK46
  119.5500   23.2500   1.91   5.41   0.175E-04   0.234E-05  -0.228E-04   0.180E-05   -76.5754     0.9491  -0.124E-04   0.148E-05  -0.529E-05   0.296E-05   0.403E-04   0.272E-05   -31.5754     1.8774  CK06 CK13 CK07 CK14 CK05 CK12
  119.6000   23.2500   2.55   5.55   0.149E-04   0.122E-05  -0.229E-04   0.121E-05   -73.8695     0.6969  -0.128E-04   0.862E-06  -0.806E-05   0.172E-05   0.378E-04   0.153E-05   -28.8695     1.1057  CK13 CK06 CK14 CK07 CK12 CK05 CK20 CK21
  119.6500   23.2500   3.08   5.75   0.128E-04   0.955E-06  -0.233E-04   0.997E-06   -73.5155     0.5957  -0.132E-04   0.690E-06  -0.106E-04   0.138E-05   0.361E-04   0.122E-05   -28.5155     0.9179  CK13 CK14 CK06 CK20 CK12 CK07 CK21 CK05 CK19
  119.7000   23.2500   3.52   5.92   0.114E-04   0.104E-05  -0.230E-04   0.107E-05   -72.5342     0.7118  -0.133E-04   0.743E-06  -0.116E-04   0.149E-05   0.343E-04   0.129E-05   -27.5342     1.0170  CK13 CK20 CK14 CK21 CK12 CK06 CK19 CK07 CK05
  119.7500   23.2500   3.71   5.85   0.862E-05   0.113E-05  -0.241E-04   0.122E-05   -67.7562     1.0198  -0.115E-04   0.832E-06  -0.155E-04   0.166E-05   0.328E-04   0.132E-05   -22.7562     1.0382  CK20 CK13 CK21 CK14 CK19 CK12 CK27 CK28 CK06
  119.8000   23.2500   3.86   5.90   0.541E-05   0.122E-05  -0.261E-04   0.127E-05   -65.6582     1.2006  -0.992E-05   0.880E-06  -0.207E-04   0.176E-05   0.316E-04   0.134E-05   -20.6582     1.0553  CK20 CK21 CK13 CK27 CK19 CK14 CK28 CK12 CK26
  119.8500   23.2500   3.79   5.78   0.347E-05   0.106E-05  -0.276E-04   0.115E-05   -65.0393     1.1041  -0.917E-05   0.783E-06  -0.241E-04   0.157E-05   0.311E-04   0.117E-05   -20.0393     0.9291  CK20 CK27 CK21 CK28 CK19 CK26 CK13 CK14 CK34 CK12
  119.9000   23.2500   3.56   5.75  -0.128E-06   0.116E-05  -0.276E-04   0.124E-05   -64.1478     1.3850  -0.102E-04   0.847E-06  -0.278E-04   0.169E-05   0.275E-04   0.124E-05   -19.1478     1.0936  CK27 CK20 CK28 CK21 CK26 CK19 CK34 CK35 CK13
  119.9500   23.2500   3.24   5.89  -0.466E-05   0.111E-05  -0.290E-04   0.116E-05   -66.1699     1.3968  -0.123E-04   0.803E-06  -0.337E-04   0.161E-05   0.244E-04   0.123E-05   -21.1699     1.2728  CK27 CK28 CK20 CK34 CK26 CK21 CK35 CK19 CK33
  120.0000   23.2500   2.84   6.02  -0.523E-05   0.100E-05  -0.282E-04   0.108E-05   -66.6197     1.3379  -0.139E-04   0.737E-06  -0.334E-04   0.147E-05   0.230E-04   0.114E-05   -21.6197     1.2581  CK27 CK34 CK28 CK35 CK26 CK33 CK20 CK21 CK41
  120.0500   23.2500   2.55   6.15  -0.295E-05   0.107E-05  -0.292E-04   0.117E-05   -71.5921     1.0413  -0.134E-04   0.795E-06  -0.321E-04   0.159E-05   0.262E-04   0.136E-05   -26.5921     1.3911  CK34 CK27 CK35 CK28 CK33 CK26 CK41 CK42 CK20
  120.1000   23.2500   2.32   6.40  -0.483E-07   0.119E-05  -0.299E-04   0.125E-05   -71.8346     0.9817  -0.111E-04   0.862E-06  -0.299E-04   0.172E-05   0.298E-04   0.148E-05   -26.8346     1.3349  CK34 CK35 CK41 CK27 CK33 CK42 CK28 CK40 CK26
  120.1500   23.2500   2.26   6.40   0.422E-05   0.113E-05  -0.302E-04   0.124E-05   -73.8024     0.7497  -0.815E-05   0.842E-06  -0.260E-04   0.168E-05   0.345E-04   0.149E-05   -28.8024     1.1815  CK34 CK41 CK35 CK42 CK33 CK40 CK27 CK28 CK48
  120.2000   23.2500   2.38   6.42   0.966E-05   0.102E-05  -0.324E-04   0.106E-05   -75.5272     0.4856  -0.521E-05   0.736E-06  -0.227E-04   0.147E-05   0.420E-04   0.134E-05   -30.5272     0.8780  CK41 CK34 CK42 CK35 CK40 CK33 CK48 CK49 CK47
  120.2500   23.2500   2.74   6.19   0.871E-05   0.926E-06  -0.334E-04   0.978E-06   -78.2761     0.3641  -0.513E-05   0.673E-06  -0.247E-04   0.135E-05   0.422E-04   0.126E-05   -33.2761     0.8394  CK41 CK42 CK48 CK34 CK40 CK49 CK35 CK47 CK33
  120.3000   23.2500   3.08   6.06   0.867E-05   0.946E-06  -0.341E-04   0.951E-06   -81.3556     0.2667  -0.509E-05   0.671E-06  -0.255E-04   0.134E-05   0.428E-04   0.130E-05   -36.3556     0.8568  CK41 CK48 CK42 CK49 CK40 CK47 CK34 CK35
  120.3500   23.2500   3.46   6.04   0.711E-05   0.121E-05  -0.359E-04   0.919E-06   -84.7354     0.1848  -0.661E-05   0.758E-06  -0.288E-04   0.152E-05   0.430E-04   0.150E-05   -39.7354     0.9942  CK48 CK41 CK49 CK42 CK47 CK40
  119.5500   23.3000   1.04   4.51   0.149E-04   0.200E-05  -0.197E-04   0.163E-05   -76.6008     0.9615  -0.101E-04   0.129E-05  -0.477E-05   0.257E-05   0.346E-04   0.237E-05   -31.6008     1.9020  CK07 CK06 CK14 CK13 CK05 CK12
  119.6000   23.3000   1.56   4.66   0.128E-04   0.989E-06  -0.193E-04   0.105E-05   -74.5921     0.6619  -0.112E-04   0.722E-06  -0.650E-05   0.144E-05   0.320E-04   0.129E-05   -29.5921     1.1094  CK14 CK13 CK07 CK06 CK21 CK12 CK20 CK05
  119.6500   23.3000   2.03   4.81   0.122E-04   0.969E-06  -0.170E-04   0.113E-05   -73.2993     0.8057  -0.119E-04   0.743E-06  -0.485E-05   0.149E-05   0.292E-04   0.131E-05   -28.2993     1.2189  CK14 CK13 CK07 CK06 CK21 CK20 CK12
  119.7000   23.3000   2.47   5.08   0.108E-04   0.972E-06  -0.179E-04   0.106E-05   -73.3617     0.7908  -0.128E-04   0.718E-06  -0.709E-05   0.144E-05   0.287E-04   0.127E-05   -28.3617     1.1997  CK14 CK13 CK21 CK20 CK07 CK06 CK12 CK19
  119.7500   23.3000   2.64   5.04   0.861E-05   0.932E-06  -0.198E-04   0.109E-05   -66.7279     1.0513  -0.106E-04   0.717E-06  -0.112E-04   0.144E-05   0.284E-04   0.112E-05   -21.7279     0.9939  CK21 CK20 CK14 CK13 CK28 CK27 CK19 CK12 CK07 CK06
  119.8000   23.3000   2.80   4.99   0.733E-05   0.151E-05  -0.192E-04   0.168E-05   -61.8482     2.0280  -0.791E-05   0.113E-05  -0.119E-04   0.226E-05   0.265E-04   0.157E-05   -16.8482     1.3523  CK21 CK20 CK14 CK13 CK28 CK27 CK19
  119.8500   23.3000   2.82   4.81   0.601E-05   0.140E-05  -0.237E-04   0.149E-05   -62.7853     1.6009  -0.736E-05   0.102E-05  -0.177E-04   0.204E-05   0.297E-04   0.145E-05   -17.7853     1.1449  CK21 CK20 CK28 CK27 CK14 CK13 CK19 CK26
  119.9000   23.3000   2.55   4.81   0.527E-06   0.121E-05  -0.254E-04   0.131E-05   -58.8767     1.7422  -0.948E-05   0.891E-06  -0.249E-04   0.178E-05   0.259E-04   0.114E-05   -13.8767     0.9168  CK28 CK27 CK21 CK20 CK35 CK34 CK26 CK19 CK14
  119.9500   23.3000   2.20   4.74  -0.299E-05   0.154E-05  -0.239E-04   0.167E-05   -56.6915     2.8580  -0.118E-04   0.114E-05  -0.269E-04   0.227E-05   0.209E-04   0.138E-05   -11.6915     1.2358  CK28 CK27 CK21 CK35 CK20 CK34 CK26
  120.0000   23.3000   1.67   5.01  -0.680E-05   0.119E-05  -0.250E-04   0.126E-05   -62.1609     2.2550  -0.145E-04   0.866E-06  -0.318E-04   0.173E-05   0.182E-04   0.121E-05   -17.1609     1.5395  CK28 CK27 CK35 CK34 CK21 CK20 CK26 CK33
  120.0500   23.3000   1.48   4.97  -0.208E-05   0.140E-05  -0.259E-04   0.151E-05   -69.3508     1.6325  -0.135E-04   0.103E-05  -0.280E-04   0.206E-05   0.239E-04   0.169E-05   -24.3508     1.8584  CK35 CK34 CK28 CK27 CK42 CK41 CK33 CK26
  120.1000   23.3000   1.30   5.16   0.256E-05   0.173E-05  -0.244E-04   0.200E-05   -68.8590     1.8949  -0.108E-04   0.132E-05  -0.218E-04   0.265E-05   0.269E-04   0.215E-05   -23.8590     2.0838  CK35 CK34 CK42 CK28 CK41 CK27 CK33
  120.1500   23.3000   1.44   5.12   0.663E-05   0.122E-05  -0.272E-04   0.140E-05   -72.2093     0.9142  -0.747E-05   0.928E-06  -0.206E-04   0.186E-05   0.338E-04   0.160E-05   -27.2093     1.2778  CK35 CK34 CK42 CK41 CK28 CK27 CK33 CK40 CK49
  120.2000   23.3000   1.58   5.09   0.128E-04   0.101E-05  -0.288E-04   0.111E-05   -72.7141     0.5865  -0.402E-05   0.751E-06  -0.160E-04   0.150E-05   0.416E-04   0.131E-05   -27.7141     0.8510  CK42 CK41 CK35 CK34 CK49 CK48 CK40 CK33
  120.2500   23.3000   2.06   4.69   0.114E-04   0.101E-05  -0.283E-04   0.120E-05   -76.2236     0.5232  -0.346E-05   0.783E-06  -0.169E-04   0.157E-05   0.397E-04   0.143E-05   -31.2236     1.0027  CK42 CK41 CK49 CK48 CK35 CK34 CK40
  120.3000   23.3000   2.52   4.49   0.977E-05   0.838E-06  -0.318E-04   0.910E-06   -79.9599     0.2929  -0.415E-05   0.619E-06  -0.220E-04   0.124E-05   0.415E-04   0.118E-05   -34.9599     0.8013  CK42 CK41 CK49 CK48 CK35 CK34 CK40 CK47
  120.3500   23.3000   2.96   4.33   0.740E-05   0.109E-05  -0.337E-04   0.887E-06   -84.0085     0.2034  -0.565E-05   0.703E-06  -0.263E-04   0.141E-05   0.411E-04   0.138E-05   -39.0085     0.9582  CK49 CK48 CK42 CK41 CK47 CK40
  119.5500   23.3500   0.53   3.88   0.109E-04   0.142E-05  -0.105E-04   0.156E-05   -80.8684     0.8854  -0.455E-05   0.105E-05   0.373E-06   0.211E-05   0.214E-04   0.203E-05   -35.8684     2.6834  CK07 CK14 CK06 CK13
  119.6000   23.3500   0.91   4.06   0.990E-05   0.790E-06  -0.978E-05   0.114E-05   -79.5008     0.7229  -0.707E-05   0.693E-06   0.114E-06   0.139E-05   0.197E-04   0.132E-05   -34.5008     1.8844  CK14 CK07 CK13 CK06 CK21 CK20
  119.6500   23.3500   1.28   4.29   0.975E-05   0.840E-06  -0.919E-05   0.124E-05   -77.0999     0.9862  -0.861E-05   0.748E-06   0.557E-06   0.150E-05   0.189E-04   0.139E-05   -32.0999     2.0368  CK14 CK13 CK07 CK21 CK06 CK20
  119.7000   23.3500   1.64   4.62   0.961E-05   0.948E-06  -0.754E-05   0.135E-05   -74.3029     1.4368  -0.994E-05   0.823E-06   0.207E-05   0.165E-05   0.171E-04   0.147E-05   -29.3029     2.3469  CK14 CK21 CK13 CK20 CK07 CK06
  119.7500   23.3500   1.77   4.60   0.828E-05   0.135E-05  -0.104E-04   0.170E-05   -59.4036     2.9197  -0.877E-05   0.108E-05  -0.210E-05   0.217E-05   0.187E-04   0.141E-05   -14.4036     1.6015  CK21 CK14 CK20 CK13 CK28 CK27 CK07
  119.8000   23.3500   1.92   4.61   0.885E-05   0.194E-05  -0.123E-04   0.219E-05   -53.3052     3.8006  -0.680E-05   0.146E-05  -0.346E-05   0.293E-05   0.212E-04   0.163E-05    -8.3052     1.1338  CK21 CK20 CK14 CK28 CK13 CK27
  119.8500   23.3500   1.79   4.44   0.766E-05   0.174E-05  -0.150E-04   0.184E-05   -48.1538     3.1775  -0.684E-05   0.127E-05  -0.738E-05   0.253E-05   0.227E-04   0.129E-05    -3.1538     0.3512  CK21 CK28 CK20 CK27 CK14 CK13 CK35
  119.9000   23.3500   1.54   4.21   0.350E-05   0.197E-05  -0.184E-04   0.204E-05   -47.3306     3.6943  -0.863E-05   0.142E-05  -0.149E-04   0.284E-05   0.219E-04   0.143E-05    -2.3306     0.3012  CK28 CK21 CK27 CK20 CK35 CK34 CK14
  119.9500   23.3500   1.18   4.10  -0.838E-06   0.242E-05  -0.194E-04   0.245E-05   -45.8307     5.3086  -0.106E-04   0.172E-05  -0.202E-04   0.344E-05   0.186E-04   0.172E-05    -0.8307     0.1540  CK28 CK27 CK21 CK35 CK20 CK34
  120.0000   23.3500   0.79   4.13  -0.215E-05   0.181E-05  -0.186E-04   0.205E-05   -52.4842     4.6013  -0.120E-04   0.137E-05  -0.208E-04   0.274E-05   0.165E-04   0.150E-05    -7.4842     1.2302  CK28 CK35 CK27 CK34 CK21 CK20 CK42
  120.0500   23.3500   0.45   4.30   0.601E-06   0.194E-05  -0.183E-04   0.234E-05   -56.5101     4.2320  -0.124E-04   0.152E-05  -0.177E-04   0.304E-05   0.189E-04   0.184E-05   -11.5101     1.7981  CK35 CK28 CK34 CK27 CK42 CK41 CK21
  120.1000   23.3500   0.28   4.37   0.457E-05   0.242E-05  -0.184E-04   0.307E-05   -61.9156     4.0443  -0.113E-04   0.196E-05  -0.139E-04   0.391E-05   0.230E-04   0.272E-05   -16.9156     2.7106  CK35 CK34 CK42 CK28 CK41 CK27
  120.1500   23.3500   0.53   4.23   0.101E-04   0.170E-05  -0.194E-04   0.233E-05   -64.9794     2.1433  -0.760E-05   0.144E-05  -0.930E-05   0.288E-05   0.296E-04   0.216E-05   -19.9794     1.7958  CK35 CK42 CK34 CK41 CK28 CK27 CK49
  120.2000   23.3500   0.93   3.94   0.123E-04   0.108E-05  -0.219E-04   0.160E-05   -70.7530     1.0106  -0.432E-05   0.968E-06  -0.957E-05   0.194E-05   0.341E-04   0.163E-05   -25.7530     1.2708  CK42 CK35 CK41 CK34 CK49 CK48 CK28
  120.2500   23.3500   1.40   3.58   0.133E-04   0.983E-06  -0.232E-04   0.141E-05   -73.0518     0.7527  -0.315E-05   0.860E-06  -0.982E-05   0.172E-05   0.365E-04   0.151E-05   -28.0518     1.1202  CK42 CK41 CK49 CK35 CK48 CK34
  120.3000   23.3500   1.98   3.17   0.113E-04   0.858E-06  -0.251E-04   0.123E-05   -76.8718     0.5221  -0.296E-05   0.750E-06  -0.139E-04   0.150E-05   0.364E-04   0.138E-05   -31.8718     1.0585  CK42 CK49 CK41 CK48 CK35 CK34
  120.3500   23.3500   2.52   2.84   0.773E-05   0.130E-05  -0.277E-04   0.145E-05   -83.1105     0.3750  -0.402E-05   0.973E-06  -0.200E-04   0.195E-05   0.354E-04   0.190E-05   -38.1105     1.5293  CK49 CK42 CK48 CK41
