city,year,month,station,溫度
苗栗縣,2010,12,三義,14.76
新北市,2010,12,土城,17.69
臺北市,2010,12,士林,17.49
臺中市,2010,12,大里,17.05
桃園市,2010,12,大園,17.1
高雄市,2010,12,大寮,20.28
高雄市,2010,12,小港,21.01
臺北市,2010,12,中山,17.95
桃園市,2010,12,中壢,16.59
高雄市,2010,12,仁武,20.21
雲林縣,2010,12,斗六,18.86
宜蘭縣,2010,12,冬山,17.14
臺北市,2010,12,古亭,17.77
高雄市,2010,12,左營,20.29
桃園市,2010,12,平鎮,16.91
新北市,2010,12,永和,17.63
臺南市,2010,12,安南,19.75
嘉義縣,2010,12,朴子,18.73
新北市,2010,12,汐止,17.24
南投縣,2010,12,竹山,17.27
新竹縣,2010,12,竹東,16.56
臺中市,2010,12,西屯,18.26
臺中市,2010,12,沙鹿,17.53
宜蘭縣,2010,12,宜蘭,17.37
臺中市,2010,12,忠明,18.29
新北市,2010,12,林口,16.03
高雄市,2010,12,林園,21.36
新北市,2010,12,板橋,18.16
臺北市,2010,12,松山,17.36
花蓮縣,2010,12,花蓮,19.48
高雄市,2010,12,前金,20.73
高雄市,2010,12,前鎮,21.91
南投縣,2010,12,南投,17.82
屏東縣,2010,12,屏東,20.84
屏東縣,2010,12,恆春,21.3
高雄市,2010,12,美濃,19.31
苗栗縣,2010,12,苗栗,16.85
南投縣,2010,12,埔里,16.87
桃園市,2010,12,桃園,16.65
基隆市,2010,12,基隆,17.07
雲林縣,2010,12,崙背,18.16
高雄市,2010,12,復興,20.86
新竹縣,2010,12,湖口,16.73
臺南市,2010,12,善化,19.38
新北市,2010,12,菜寮,18.1
臺北市,2010,12,陽明,11.06
新竹市,2010,12,新竹,17.3
新北市,2010,12,新店,17.52
新北市,2010,12,新莊,17.83
嘉義縣,2010,12,新港,17.67
臺南市,2010,12,新營,19.12
高雄市,2010,12,楠梓,19.67
新北市,2010,12,萬里,17.03
臺北市,2010,12,萬華,17.75
嘉義市,2010,12,嘉義,19.12
彰化縣,2010,12,彰化,17.42
雲林縣,2010,12,臺西,18.52
臺東縣,2010,12,臺東,20.31
臺南市,2010,12,臺南,19.62
高雄市,2010,12,鳳山,20.64
屏東縣,2010,12,潮州,20.31
彰化縣,2010,12,線西,17.12
高雄市,2010,12,橋頭,20.01
苗栗縣,2010,12,頭份,16.8
桃園市,2010,12,龍潭,16.06
臺中市,2010,12,豐原,17.03
臺東縣,2010,12,關山,17.39
桃園市,2010,12,觀音,17.42
