     lon       lat      ve     vn      eps1      eps1(sig)     eps2      eps2(sig)     theta   theta(sig)  rotation     rot(sig)  dilatation   dila(sig)     gamma    gamma(sig)      psi     psi(sig)  stations
  120.2000   23.1000  15.52   0.40   0.430E-04   0.142E-05  -0.431E-04   0.141E-05   -42.7244     0.6660  -0.435E-04   0.100E-05  -0.132E-06   0.200E-05   0.861E-04   0.101E-05     2.2756     0.0528  CK40 CK33 CK41 CK39 CK34 CK32 CK47 CK48 CK46 CK26
  120.2500   23.1000  15.38   0.45   0.421E-04   0.167E-05  -0.420E-04   0.166E-05   -43.0290     0.8033  -0.449E-04   0.118E-05   0.756E-07   0.236E-05   0.841E-04   0.119E-05     1.9710     0.0552  CK40 CK41 CK47 CK39 CK33 CK48 CK34 CK46 CK32
  120.3000   23.1000  15.29   0.62   0.428E-04   0.187E-05  -0.413E-04   0.187E-05   -43.6946     0.9008  -0.457E-04   0.132E-05   0.148E-05   0.264E-05   0.840E-04   0.133E-05     1.3054     0.0410  CK40 CK47 CK41 CK48 CK39 CK46 CK33 CK34 CK32
  120.3500   23.1000  15.29   0.83   0.443E-04   0.365E-05  -0.388E-04   0.365E-05   -45.2416     1.7801  -0.472E-04   0.258E-05   0.544E-05   0.516E-05   0.831E-04   0.258E-05    -0.2416     0.0150  CK47 CK40 CK48 CK46 CK41 CK39
  119.5500   23.1500  11.80  -1.39   0.292E-04   0.222E-05  -0.348E-04   0.230E-05   -42.5457     1.4321  -0.330E-04   0.160E-05  -0.555E-05   0.320E-05   0.640E-04   0.162E-05     2.4543     0.1225  CK05 CK06 CK12 CK13 CK04 CK07 CK11 CK14
  119.6000   23.1500  11.65  -1.38   0.312E-04   0.157E-05  -0.335E-04   0.158E-05   -44.6233     0.9872  -0.319E-04   0.111E-05  -0.234E-05   0.223E-05   0.647E-04   0.111E-05     0.3767     0.0130  CK12 CK13 CK05 CK06 CK11 CK19 CK04 CK14 CK20 CK07
  119.6500   23.1500  11.55  -1.43   0.362E-04   0.160E-05  -0.339E-04   0.160E-05   -48.0091     0.9205  -0.346E-04   0.113E-05   0.233E-05   0.226E-05   0.701E-04   0.115E-05    -3.0091     0.0970  CK12 CK13 CK05 CK06 CK19 CK20 CK11 CK14 CK04 CK18
  119.7000   23.1500  12.00  -1.41   0.369E-04   0.152E-05  -0.283E-04   0.148E-05   -51.4687     0.9071  -0.306E-04   0.106E-05   0.858E-05   0.212E-05   0.653E-04   0.114E-05    -6.4687     0.2084  CK12 CK13 CK19 CK20 CK05 CK11 CK06 CK14 CK18 CK21
  119.7500   23.1500  12.35  -1.24   0.322E-04   0.117E-05  -0.280E-04   0.117E-05   -50.7036     0.7718  -0.320E-04   0.828E-06   0.420E-05   0.166E-05   0.602E-04   0.875E-06    -5.7036     0.1557  CK19 CK20 CK12 CK13 CK18 CK26 CK27 CK11 CK21 CK14 CK05 CK06
  119.8000   23.1500  12.72  -1.16   0.318E-04   0.145E-05  -0.286E-04   0.143E-05   -51.2889     0.9433  -0.351E-04   0.102E-05   0.319E-05   0.204E-05   0.604E-04   0.109E-05    -6.2889     0.2105  CK19 CK20 CK12 CK13 CK26 CK27 CK18 CK21 CK11 CK25
  119.8500   23.1500  13.05  -0.73   0.293E-04   0.145E-05  -0.249E-04   0.141E-05   -51.1207     1.0440  -0.354E-04   0.101E-05   0.440E-05   0.202E-05   0.542E-04   0.108E-05    -6.1207     0.2265  CK19 CK20 CK26 CK27 CK18 CK12 CK13 CK21 CK25 CK28
  119.9000   23.1500  13.09  -0.36   0.249E-04   0.129E-05  -0.292E-04   0.129E-05   -46.2397     0.9674  -0.359E-04   0.914E-06  -0.428E-05   0.183E-05   0.541E-04   0.917E-06    -1.2397     0.0419  CK26 CK27 CK19 CK20 CK25 CK33 CK34 CK28 CK18 CK21 CK12
  119.9500   23.1500  13.01  -0.03   0.298E-04   0.153E-05  -0.330E-04   0.153E-05   -45.1994     0.9849  -0.385E-04   0.108E-05  -0.325E-05   0.216E-05   0.628E-04   0.108E-05    -0.1994     0.0069  CK26 CK27 CK19 CK33 CK20 CK34 CK25 CK28 CK18 CK32
  120.0000   23.1500  13.11   0.17   0.304E-04   0.154E-05  -0.318E-04   0.153E-05   -46.4183     0.9982  -0.350E-04   0.108E-05  -0.135E-05   0.217E-05   0.622E-04   0.109E-05    -1.4183     0.0495  CK26 CK27 CK33 CK34 CK25 CK19 CK20 CK28 CK32 CK35
  120.0500   23.1500  12.92   0.34   0.295E-04   0.141E-05  -0.381E-04   0.142E-05   -42.6207     0.8492  -0.327E-04   0.100E-05  -0.859E-05   0.200E-05   0.675E-04   0.101E-05     2.3793     0.0704  CK33 CK34 CK26 CK27 CK32 CK40 CK41 CK35 CK25 CK28
  120.1000   23.1500  12.58   0.26   0.314E-04   0.133E-05  -0.388E-04   0.133E-05   -42.9694     0.7679  -0.345E-04   0.941E-06  -0.736E-05   0.188E-05   0.702E-04   0.948E-06     2.0306     0.0544  CK33 CK34 CK40 CK26 CK41 CK27 CK32 CK35 CK39 CK25
  120.1500   23.1500  12.42   0.32   0.296E-04   0.118E-05  -0.345E-04   0.119E-05   -42.8164     0.7487  -0.320E-04   0.838E-06  -0.491E-05   0.168E-05   0.641E-04   0.845E-06     2.1836     0.0570  CK33 CK34 CK40 CK41 CK32 CK26 CK27 CK35 CK39 CK42 CK47
  120.2000   23.1500  12.19   0.38   0.275E-04   0.131E-05  -0.342E-04   0.134E-05   -40.1608     0.8703  -0.330E-04   0.937E-06  -0.665E-05   0.187E-05   0.617E-04   0.976E-06     4.8392     0.1463  CK40 CK41 CK33 CK34 CK47 CK39 CK48 CK42 CK32 CK35
  120.2500   23.1500  11.88   0.61   0.334E-04   0.137E-05  -0.336E-04   0.138E-05   -42.1684     0.8323  -0.360E-04   0.973E-06  -0.147E-06   0.195E-05   0.670E-04   0.987E-06     2.8316     0.0821  CK40 CK41 CK47 CK48 CK33 CK34 CK39 CK42 CK46 CK32
  120.3000   23.1500  11.88   0.70   0.324E-04   0.145E-05  -0.298E-04   0.146E-05   -44.3660     0.9479  -0.340E-04   0.103E-05   0.262E-05   0.206E-05   0.622E-04   0.103E-05     0.6340     0.0210  CK40 CK41 CK47 CK48 CK39 CK33 CK46 CK34 CK42 CK49
  120.3500   23.1500  11.91   0.87   0.316E-04   0.232E-05  -0.299E-04   0.234E-05   -44.3064     1.5353  -0.355E-04   0.165E-05   0.169E-05   0.329E-05   0.614E-04   0.165E-05     0.6936     0.0372  CK47 CK48 CK40 CK41 CK46 CK49 CK39 CK42
  119.5500   23.2000   8.77  -1.36   0.209E-04   0.204E-05  -0.290E-04   0.220E-05   -38.7913     1.7198  -0.240E-04   0.150E-05  -0.815E-05   0.300E-05   0.499E-04   0.160E-05     6.2087     0.3698  CK06 CK13 CK05 CK12 CK07 CK14 CK04
  119.6000   23.2000   8.28  -1.38   0.219E-04   0.119E-05  -0.210E-04   0.119E-05   -45.2275     1.1186  -0.199E-04   0.838E-06   0.833E-06   0.168E-05   0.429E-04   0.838E-06    -0.2275     0.0089  CK13 CK06 CK12 CK05 CK14 CK07 CK20 CK19
  119.6500   23.2000   8.80  -1.42   0.274E-04   0.111E-05  -0.222E-04   0.111E-05   -48.3635     0.8989  -0.230E-04   0.784E-06   0.520E-05   0.157E-05   0.496E-04   0.800E-06    -3.3635     0.1060  CK13 CK12 CK06 CK20 CK14 CK05 CK19 CK07 CK21 CK11
  119.7000   23.2000   9.14  -1.51   0.287E-04   0.104E-05  -0.211E-04   0.104E-05   -49.7275     0.8340  -0.226E-04   0.736E-06   0.757E-05   0.147E-05   0.499E-04   0.765E-06    -4.7275     0.1389  CK13 CK20 CK12 CK19 CK14 CK06 CK21 CK05 CK07 CK11
  119.7500   23.2000   9.11  -1.43   0.246E-04   0.812E-06  -0.152E-04   0.840E-06   -54.3055     0.7974  -0.210E-04   0.584E-06   0.941E-05   0.117E-05   0.398E-04   0.667E-06    -9.3055     0.2685  CK20 CK13 CK19 CK12 CK21 CK14 CK27 CK26 CK06
  119.8000   23.2000   9.81  -1.17   0.246E-04   0.105E-05  -0.189E-04   0.104E-05   -50.9969     0.9508  -0.271E-04   0.738E-06   0.567E-05   0.148E-05   0.435E-04   0.784E-06    -5.9969     0.2020  CK20 CK19 CK13 CK27 CK21 CK12 CK26 CK14 CK28 CK18
  119.8500   23.2000   9.98  -0.81   0.204E-04   0.977E-06  -0.210E-04   0.981E-06   -48.0324     0.9526  -0.288E-04   0.692E-06  -0.619E-06   0.138E-05   0.414E-04   0.704E-06    -3.0324     0.1012  CK20 CK27 CK19 CK26 CK21 CK28 CK13 CK12 CK34 CK18 CK14
  119.9000   23.2000   9.84  -0.48   0.160E-04   0.116E-05  -0.204E-04   0.116E-05   -45.6194     1.2883  -0.278E-04   0.820E-06  -0.442E-05   0.164E-05   0.365E-04   0.821E-06    -0.6194     0.0279  CK27 CK20 CK26 CK19 CK28 CK21 CK34 CK33 CK13
  119.9500   23.2000  10.12  -0.20   0.195E-04   0.117E-05  -0.258E-04   0.117E-05   -45.4126     1.0454  -0.294E-04   0.826E-06  -0.623E-05   0.165E-05   0.453E-04   0.827E-06    -0.4126     0.0151  CK27 CK26 CK20 CK34 CK28 CK19 CK33 CK21 CK35 CK25
  120.0000   23.2000   9.85   0.04   0.209E-04   0.119E-05  -0.280E-04   0.119E-05   -45.7254     0.9854  -0.287E-04   0.841E-06  -0.714E-05   0.168E-05   0.489E-04   0.842E-06    -0.7254     0.0250  CK27 CK34 CK26 CK33 CK28 CK35 CK20 CK19 CK41 CK25
  120.0500   23.2000   9.72   0.18   0.222E-04   0.123E-05  -0.305E-04   0.123E-05   -45.4796     0.9436  -0.268E-04   0.868E-06  -0.821E-05   0.174E-05   0.527E-04   0.868E-06    -0.4796     0.0158  CK34 CK27 CK33 CK26 CK35 CK28 CK41 CK40 CK20 CK32
  120.1000   23.2000   9.67   0.29   0.218E-04   0.123E-05  -0.284E-04   0.123E-05   -44.3388     0.9925  -0.256E-04   0.870E-06  -0.657E-05   0.174E-05   0.502E-04   0.871E-06     0.6612     0.0229  CK34 CK33 CK41 CK27 CK35 CK40 CK26 CK42 CK28 CK32
  120.1500   23.2000   9.13   0.38   0.152E-04   0.125E-05  -0.238E-04   0.124E-05   -43.4027     1.2901  -0.221E-04   0.879E-06  -0.858E-05   0.176E-05   0.390E-04   0.883E-06     1.5973     0.0719  CK34 CK41 CK33 CK40 CK35 CK42 CK27 CK26 CK48
  120.2000   23.2000   9.20   0.43   0.202E-04   0.118E-05  -0.244E-04   0.118E-05   -42.4271     1.0718  -0.250E-04   0.834E-06  -0.415E-05   0.167E-05   0.446E-04   0.844E-06     2.5729     0.0961  CK41 CK34 CK40 CK33 CK42 CK35 CK48 CK47 CK49 CK39
  120.2500   23.2000   8.99   0.57   0.204E-04   0.111E-05  -0.243E-04   0.111E-05   -41.6614     1.0091  -0.253E-04   0.787E-06  -0.390E-05   0.157E-05   0.447E-04   0.803E-06     3.3386     0.1173  CK41 CK40 CK48 CK34 CK42 CK47 CK33 CK49 CK35 CK39
  120.3000   23.2000   8.46   0.78   0.192E-04   0.116E-05  -0.207E-04   0.116E-05   -41.6533     1.1772  -0.219E-04   0.819E-06  -0.155E-05   0.164E-05   0.399E-04   0.836E-06     3.3467     0.1372  CK41 CK48 CK40 CK47 CK42 CK49 CK34 CK33
  120.3500   23.2000   8.79   0.93   0.242E-04   0.195E-05  -0.226E-04   0.195E-05   -45.0993     1.6878  -0.273E-04   0.138E-05   0.158E-05   0.276E-05   0.469E-04   0.138E-05    -0.0993     0.0058  CK48 CK41 CK47 CK40 CK49 CK42 CK46
  119.5500   23.2500   6.45  -1.23   0.170E-04   0.203E-05  -0.212E-04   0.217E-05   -37.8583     2.2239  -0.175E-04   0.149E-05  -0.419E-05   0.297E-05   0.383E-04   0.162E-05     7.1417     0.5487  CK06 CK13 CK07 CK14 CK05 CK12
  119.6000   23.2500   6.37  -1.31   0.201E-04   0.124E-05  -0.172E-04   0.124E-05   -43.4723     1.3454  -0.169E-04   0.876E-06   0.298E-05   0.175E-05   0.373E-04   0.880E-06     1.5277     0.0717  CK13 CK06 CK14 CK07 CK12 CK05 CK20 CK21
  119.6500   23.2500   6.54  -1.39   0.231E-04   0.102E-05  -0.158E-04   0.103E-05   -47.3537     1.0636  -0.176E-04   0.724E-06   0.734E-05   0.145E-05   0.389E-04   0.732E-06    -2.3537     0.0876  CK13 CK14 CK06 CK20 CK12 CK07 CK21 CK05 CK19
  119.7000   23.2500   6.91  -1.48   0.252E-04   0.914E-06  -0.145E-04   0.920E-06   -50.0162     0.9211  -0.176E-04   0.648E-06   0.107E-04   0.130E-05   0.397E-04   0.677E-06    -5.0162     0.1630  CK13 CK20 CK14 CK21 CK12 CK06 CK19 CK07 CK05
  119.7500   23.2500   7.07  -1.44   0.249E-04   0.875E-06  -0.127E-04   0.890E-06   -49.8169     0.9365  -0.198E-04   0.624E-06   0.122E-04   0.125E-05   0.376E-04   0.650E-06    -4.8169     0.1590  CK20 CK13 CK21 CK14 CK19 CK12 CK27 CK28 CK06
  119.8000   23.2500   7.49  -1.19   0.209E-04   0.107E-05  -0.137E-04   0.108E-05   -49.2419     1.2503  -0.224E-04   0.763E-06   0.729E-05   0.153E-05   0.346E-04   0.788E-06    -4.2419     0.1865  CK20 CK21 CK13 CK27 CK19 CK14 CK28 CK12 CK26
  119.8500   23.2500   7.61  -0.86   0.176E-04   0.102E-05  -0.157E-04   0.102E-05   -45.4812     1.2424  -0.243E-04   0.723E-06   0.194E-05   0.145E-05   0.333E-04   0.723E-06    -0.4812     0.0209  CK20 CK27 CK21 CK28 CK19 CK26 CK13 CK14 CK34 CK12
  119.9000   23.2500   7.68  -0.63   0.149E-04   0.118E-05  -0.188E-04   0.117E-05   -44.3108     1.4108  -0.248E-04   0.830E-06  -0.387E-05   0.166E-05   0.337E-04   0.831E-06     0.6892     0.0339  CK27 CK20 CK28 CK21 CK26 CK19 CK34 CK35 CK13
  119.9500   23.2500   7.63  -0.32   0.159E-04   0.124E-05  -0.215E-04   0.124E-05   -44.4053     1.3458  -0.244E-04   0.878E-06  -0.558E-05   0.176E-05   0.374E-04   0.878E-06     0.5947     0.0279  CK27 CK28 CK20 CK34 CK26 CK21 CK35 CK19 CK33
  120.0000   23.2500   7.45  -0.10   0.162E-04   0.135E-05  -0.241E-04   0.136E-05   -46.0249     1.3628  -0.226E-04   0.960E-06  -0.787E-05   0.192E-05   0.403E-04   0.961E-06    -1.0249     0.0488  CK27 CK34 CK28 CK35 CK26 CK33 CK20 CK21 CK41
  120.0500   23.2500   7.35   0.05   0.164E-04   0.137E-05  -0.227E-04   0.138E-05   -47.4637     1.4205  -0.216E-04   0.973E-06  -0.636E-05   0.195E-05   0.391E-04   0.984E-06    -2.4637     0.1225  CK34 CK27 CK35 CK28 CK33 CK26 CK41 CK42 CK20
  120.1000   23.2500   7.29   0.14   0.157E-04   0.133E-05  -0.221E-04   0.133E-05   -46.4977     1.4264  -0.203E-04   0.942E-06  -0.645E-05   0.188E-05   0.378E-04   0.946E-06    -1.4977     0.0746  CK34 CK35 CK41 CK27 CK33 CK42 CK28 CK40 CK26
  120.1500   23.2500   7.09   0.24   0.137E-04   0.132E-05  -0.186E-04   0.132E-05   -44.3959     1.6559  -0.202E-04   0.933E-06  -0.485E-05   0.187E-05   0.323E-04   0.934E-06     0.6041     0.0349  CK34 CK41 CK35 CK42 CK33 CK40 CK27 CK28 CK48
  120.2000   23.2500   7.01   0.37   0.127E-04   0.126E-05  -0.193E-04   0.126E-05   -42.3681     1.5947  -0.200E-04   0.891E-06  -0.659E-05   0.178E-05   0.320E-04   0.902E-06     2.6319     0.1463  CK41 CK34 CK42 CK35 CK40 CK33 CK48 CK49 CK47
  120.2500   23.2500   6.77   0.58   0.136E-04   0.115E-05  -0.191E-04   0.114E-05   -41.5816     1.4191  -0.199E-04   0.810E-06  -0.548E-05   0.162E-05   0.327E-04   0.827E-06     3.4184     0.1689  CK41 CK42 CK48 CK34 CK40 CK49 CK35 CK47 CK33
  120.3000   23.2500   6.51   0.75   0.143E-04   0.124E-05  -0.184E-04   0.123E-05   -42.3514     1.5322  -0.196E-04   0.874E-06  -0.406E-05   0.175E-05   0.327E-04   0.885E-06     2.6486     0.1415  CK41 CK48 CK42 CK49 CK40 CK47 CK34 CK35
  120.3500   23.2500   6.30   0.90   0.153E-04   0.181E-05  -0.201E-04   0.186E-05   -41.6992     2.1011  -0.200E-04   0.130E-05  -0.477E-05   0.260E-05   0.354E-04   0.132E-05     3.3008     0.2416  CK48 CK41 CK49 CK42 CK47 CK40
  119.5500   23.3000   4.86  -1.01   0.161E-04   0.177E-05  -0.198E-04   0.191E-05   -34.5230     2.0728  -0.152E-04   0.130E-05  -0.374E-05   0.260E-05   0.359E-04   0.153E-05    10.4770     0.7413  CK07 CK06 CK14 CK13 CK05 CK12
  119.6000   23.3000   4.72  -1.11   0.196E-04   0.123E-05  -0.150E-04   0.121E-05   -41.5753     1.4332  -0.151E-04   0.863E-06   0.459E-05   0.173E-05   0.345E-04   0.882E-06     3.4247     0.1709  CK14 CK13 CK07 CK06 CK21 CK12 CK20 CK05
  119.6500   23.3000   4.75  -1.23   0.210E-04   0.134E-05  -0.110E-04   0.134E-05   -45.2572     1.7001  -0.141E-04   0.949E-06   0.101E-04   0.190E-05   0.320E-04   0.949E-06    -0.2572     0.0153  CK14 CK13 CK07 CK06 CK21 CK20 CK12
  119.7000   23.3000   5.15  -1.32   0.246E-04   0.101E-05  -0.110E-04   0.103E-05   -49.8464     1.1456  -0.157E-04   0.723E-06   0.135E-04   0.145E-05   0.356E-04   0.753E-06    -4.8464     0.1957  CK14 CK13 CK21 CK20 CK07 CK06 CK12 CK19
  119.7500   23.3000   5.36  -1.19   0.228E-04   0.905E-06  -0.111E-04   0.919E-06   -46.7895     1.0870  -0.182E-04   0.645E-06   0.117E-04   0.129E-05   0.339E-04   0.649E-06    -1.7895     0.0680  CK21 CK20 CK14 CK13 CK28 CK27 CK19 CK12 CK07 CK06
  119.8000   23.3000   5.59  -1.10   0.217E-04   0.158E-05  -0.102E-04   0.155E-05   -42.8190     1.9863  -0.205E-04   0.111E-05   0.115E-04   0.221E-05   0.319E-04   0.112E-05     2.1810     0.1511  CK21 CK20 CK14 CK13 CK28 CK27 CK19
  119.8500   23.3000   5.70  -0.72   0.182E-04   0.140E-05  -0.133E-04   0.139E-05   -41.9275     1.7934  -0.237E-04   0.986E-06   0.497E-05   0.197E-05   0.315E-04   0.100E-05     3.0725     0.1920  CK21 CK20 CK28 CK27 CK14 CK13 CK19 CK26
  119.9000   23.3000   5.71  -0.54   0.164E-04   0.122E-05  -0.182E-04   0.119E-05   -40.3704     1.4058  -0.231E-04   0.850E-06  -0.185E-05   0.170E-05   0.346E-04   0.882E-06     4.6296     0.2262  CK28 CK27 CK21 CK20 CK35 CK34 CK26 CK19 CK14
  119.9500   23.3000   5.56  -0.33   0.152E-04   0.189E-05  -0.196E-04   0.186E-05   -42.5420     2.1797  -0.214E-04   0.133E-05  -0.445E-05   0.265E-05   0.348E-04   0.134E-05     2.4580     0.1868  CK28 CK27 CK21 CK35 CK20 CK34 CK26
  120.0000   23.3000   5.50  -0.27   0.171E-04   0.173E-05  -0.212E-04   0.173E-05   -46.3080     1.8264  -0.204E-04   0.122E-05  -0.408E-05   0.245E-05   0.383E-04   0.123E-05    -1.3080     0.0835  CK28 CK27 CK35 CK34 CK21 CK20 CK26 CK33
  120.0500   23.3000   5.43  -0.10   0.169E-04   0.169E-05  -0.207E-04   0.171E-05   -48.5949     1.8219  -0.187E-04   0.120E-05  -0.374E-05   0.241E-05   0.376E-04   0.123E-05    -3.5949     0.2298  CK35 CK34 CK28 CK27 CK42 CK41 CK33 CK26
  120.1000   23.3000   5.46  -0.09   0.130E-04   0.182E-05  -0.165E-04   0.187E-05   -48.9287     2.5083  -0.174E-04   0.131E-05  -0.356E-05   0.261E-05   0.295E-04   0.134E-05    -3.9287     0.3462  CK35 CK34 CK42 CK28 CK41 CK27 CK33
  120.1500   23.3000   5.46   0.05   0.120E-04   0.132E-05  -0.166E-04   0.134E-05   -46.8772     1.8802  -0.179E-04   0.941E-06  -0.462E-05   0.188E-05   0.286E-04   0.947E-06    -1.8772     0.1234  CK35 CK34 CK42 CK41 CK28 CK27 CK33 CK40 CK49
  120.2000   23.3000   5.40   0.22   0.782E-05   0.136E-05  -0.169E-04   0.135E-05   -42.4741     2.2215  -0.181E-04   0.959E-06  -0.909E-05   0.192E-05   0.247E-04   0.970E-06     2.5259     0.1956  CK42 CK41 CK35 CK34 CK49 CK48 CK40 CK33
  120.2500   23.3000   5.08   0.51   0.787E-05   0.138E-05  -0.156E-04   0.135E-05   -41.7455     2.3546  -0.162E-04   0.964E-06  -0.770E-05   0.193E-05   0.234E-04   0.982E-06     3.2545     0.2669  CK42 CK41 CK49 CK48 CK35 CK34 CK40
  120.3000   23.3000   4.85   0.68   0.113E-04   0.120E-05  -0.177E-04   0.119E-05   -41.8651     1.6675  -0.175E-04   0.845E-06  -0.641E-05   0.169E-05   0.290E-04   0.860E-06     3.1349     0.1821  CK42 CK41 CK49 CK48 CK35 CK34 CK40 CK47
  120.3500   23.3000   4.54   0.80   0.131E-04   0.170E-05  -0.208E-04   0.175E-05   -41.0486     2.0647  -0.172E-04   0.122E-05  -0.775E-05   0.245E-05   0.339E-04   0.126E-05     3.9514     0.2839  CK49 CK48 CK42 CK41 CK47 CK40
  119.5500   23.3500   3.66  -0.59   0.151E-04   0.174E-05  -0.153E-04   0.162E-05   -24.4920     2.2341  -0.943E-05   0.119E-05  -0.184E-06   0.238E-05   0.305E-04   0.180E-05    20.5080     1.4662  CK07 CK14 CK06 CK13
  119.6000   23.3500   3.39  -0.73   0.184E-04   0.197E-05  -0.907E-05   0.174E-05   -35.4879     2.7367  -0.108E-04   0.131E-05   0.933E-05   0.262E-05   0.275E-04   0.151E-05     9.5121     0.8921  CK14 CK07 CK13 CK06 CK21 CK20
  119.6500   23.3500   3.38  -0.86   0.207E-04   0.206E-05  -0.784E-05   0.194E-05   -40.7721     2.8403  -0.119E-04   0.141E-05   0.128E-04   0.283E-05   0.285E-04   0.146E-05     4.2279     0.4176  CK14 CK13 CK07 CK21 CK06 CK20
  119.7000   23.3500   3.67  -1.00   0.231E-04   0.175E-05  -0.659E-05   0.176E-05   -45.6431     2.3937  -0.125E-04   0.124E-05   0.165E-04   0.248E-05   0.297E-04   0.124E-05    -0.6431     0.0537  CK14 CK21 CK13 CK20 CK07 CK06
  119.7500   23.3500   3.79  -0.83   0.214E-04   0.177E-05  -0.631E-05   0.169E-05   -42.0623     2.5363  -0.158E-04   0.123E-05   0.151E-04   0.245E-05   0.277E-04   0.124E-05     2.9377     0.2596  CK21 CK14 CK20 CK13 CK28 CK27 CK07
  119.8000   23.3500   3.93  -0.67   0.202E-04   0.245E-05  -0.671E-05   0.225E-05   -39.0167     3.5334  -0.183E-04   0.166E-05   0.135E-04   0.332E-05   0.269E-04   0.177E-05     5.9833     0.7326  CK21 CK20 CK14 CK28 CK13 CK27
  119.8500   23.3500   3.98  -0.45   0.199E-04   0.216E-05  -0.986E-05   0.184E-05   -35.2352     2.7285  -0.188E-04   0.142E-05   0.101E-04   0.284E-05   0.298E-04   0.164E-05     9.7648     0.9121  CK21 CK28 CK20 CK27 CK14 CK13 CK35
  119.9000   23.3500   3.87  -0.22   0.189E-04   0.208E-05  -0.132E-04   0.172E-05   -33.5875     2.4067  -0.197E-04   0.135E-05   0.570E-05   0.270E-05   0.321E-04   0.163E-05    11.4125     0.9336  CK28 CK21 CK27 CK20 CK35 CK34 CK14
  119.9500   23.3500   3.81  -0.14   0.176E-04   0.281E-05  -0.146E-04   0.248E-05   -36.2857     3.3409  -0.178E-04   0.187E-05   0.298E-05   0.375E-05   0.321E-04   0.211E-05     8.7143     1.0007  CK28 CK27 CK21 CK35 CK20 CK34
  120.0000   23.3500   3.84  -0.19   0.165E-04   0.249E-05  -0.140E-04   0.240E-05   -42.7996     3.2449  -0.160E-04   0.173E-05   0.252E-05   0.346E-05   0.305E-04   0.174E-05     2.2004     0.2490  CK28 CK35 CK27 CK34 CK21 CK20 CK42
  120.0500   23.3500   3.97  -0.31   0.125E-04   0.224E-05  -0.142E-04   0.243E-05   -49.9055     3.4873  -0.134E-04   0.165E-05  -0.166E-05   0.330E-05   0.267E-04   0.172E-05    -4.9055     0.6030  CK35 CK28 CK34 CK27 CK42 CK41 CK21
  120.1000   23.3500   4.14  -0.33   0.945E-05   0.232E-05  -0.130E-04   0.265E-05   -54.1995     4.2657  -0.128E-04   0.176E-05  -0.354E-05   0.352E-05   0.224E-04   0.201E-05    -9.1995     1.4189  CK35 CK34 CK42 CK28 CK41 CK27
  120.1500   23.3500   4.20  -0.19   0.529E-05   0.173E-05  -0.122E-04   0.196E-05   -52.6743     4.1232  -0.127E-04   0.131E-05  -0.693E-05   0.261E-05   0.175E-04   0.144E-05    -7.6743     1.1317  CK35 CK42 CK34 CK41 CK28 CK27 CK49
  120.2000   23.3500   4.13   0.09   0.350E-05   0.156E-05  -0.116E-04   0.168E-05   -49.3751     4.3013  -0.122E-04   0.114E-05  -0.806E-05   0.229E-05   0.151E-04   0.118E-05    -4.3751     0.6621  CK42 CK35 CK41 CK34 CK49 CK48 CK28
  120.2500   23.3500   3.95   0.32   0.242E-05   0.176E-05  -0.126E-04   0.170E-05   -42.3850     4.6741  -0.124E-04   0.122E-05  -0.102E-04   0.245E-05   0.150E-04   0.124E-05     2.6150     0.4261  CK42 CK41 CK49 CK35 CK48 CK34
  120.3000   23.3500   3.57   0.50   0.397E-05   0.168E-05  -0.149E-04   0.161E-05   -41.8217     3.5354  -0.123E-04   0.116E-05  -0.109E-04   0.233E-05   0.189E-04   0.119E-05     3.1783     0.3914  CK42 CK49 CK41 CK48 CK35 CK34
  120.3500   23.3500   3.12   0.56   0.658E-05   0.232E-05  -0.198E-04   0.229E-05   -41.1859     3.5429  -0.110E-04   0.163E-05  -0.132E-04   0.326E-05   0.264E-04   0.167E-05     3.8141     0.4703  CK49 CK42 CK48 CK41
